Id,SalePrice
1461,123880.96502815424
1462,156488.4056647795
1463,183627.19558511404
1464,190556.6223177357
1465,196886.66429402592
1466,182388.4943931237
1467,177910.31418067898
1468,172454.13302144123
1469,188173.11010072246
1470,125046.42292469685
1471,210664.1683257307
1472,95578.73086596669
1473,97211.16930327174
1474,153350.40540468265
1475,124364.2291668939
1476,429831.71445711586
1477,258628.65391887957
1478,320969.9287743558
1479,298509.7183713962
1480,465131.649709654
1481,332173.14710610086
1482,213179.03355317656
1483,177156.34511410582
1484,173107.42158078254
1485,181794.98546005224
1486,203559.63965380032
1487,345023.6722049252
1488,227880.4819042369
1489,208971.74103903584
1490,221168.4286123496
1491,201234.9697515539
1492,86248.62882037202
1493,182059.0009025738
1494,325608.8906178056
1495,314835.20894091437
1496,244771.99581381603
1497,190452.22997290295
1498,165408.57909305542
1499,162816.68584419458
1500,159750.07478443964
1501,174675.502888154
1502,158739.43729631955
1503,305006.12294573116
1504,246090.82324544666
1505,230287.3686861888
1506,192573.9460262947
1507,243277.1039563525
1508,204657.53445081742
1509,169027.44810182488
1510,151958.2362569626
1511,151032.51526815817
1512,174682.7430751441
1513,147249.15910666666
1514,155200.4102573508
1515,200966.09169608215
1516,163481.76410822975
1517,156767.5615928055
1518,136680.89164586674
1519,228762.67702215005
1520,139105.083570632
1521,140114.6200789846
1522,171350.05738225838
1523,111448.72671427425
1524,124877.91871341375
1525,124921.10776463582
1526,122082.6049939602
1527,105702.62075308674
1528,134713.14258160855
1529,151288.3701104445
1530,177215.89697100126
1531,115900.05300472229
1532,106695.63575666126
1533,147711.0100060795
1534,124521.92950545443
1535,155636.88691275223
1536,114434.1883861238
1537,67143.72182443723
1538,162219.47189947765
1539,211014.36419482974
1540,104089.31230147816
1541,140172.12973409693
1542,140732.0987393579
1543,214607.828919937
1544,78542.92657916169
1545,105511.18049238484
1546,130966.79623708753
1547,140706.63827159052
1548,132540.6874360156
1549,116013.65533294632
1550,144750.0113708796
1551,119831.7139172022
1552,132841.45622315703
1553,143421.48014939443
1554,122487.17797257699
1555,166450.47213833607
1556,90834.58802429952
1557,102250.085144816
1558,92024.07770953154
1559,73016.7193732384
1560,144198.19008554114
1561,133428.7026203194
1562,131670.0885889433
1563,126747.46807458553
1564,165745.89784160434
1565,148229.97920823976
1566,244971.2721631507
1567,74944.4769276803
1568,232138.9601838118
1569,142546.18766827375
1570,136492.8041806875
1571,128483.7552523845
1572,151584.04834325687
1573,256288.82125019006
1574,118192.50182851659
1575,226833.53389594122
1576,230943.0394991506
1577,198630.47944631582
1578,144389.50170586558
1579,146131.01172901
1580,198736.26803145278
1581,145589.12332686657
1582,133483.9793347226
1583,331316.34926636075
1584,239454.66298626066
1585,143207.28080806232
1586,72664.19162956634
1587,101560.40519448539
1588,148192.38179924758
1589,92551.02315723966
1590,137676.06973145972
1591,102928.09228314359
1592,121105.60868619647
1593,129291.02673915215
1594,124985.87236137492
1595,112065.10047396818
1596,240696.60372838966
1597,178901.4662172869
1598,204517.8676404486
1599,191082.87788016902
1600,185570.64276601293
1601,76143.83877797397
1602,113504.51951599229
1603,81458.01095121523
1604,286755.2749332196
1605,262983.5940423883
1606,170319.63278052252
1607,167327.2907482773
1608,225036.33305681028
1609,197946.65059332195
1610,161000.69002817545
1611,144822.43556505634
1612,175118.12245631657
1613,161202.37206044447
1614,125827.97365979463
1615,84653.93582936031
1616,77858.93336466451
1617,87536.8070323434
1618,127773.99634565602
1619,136341.429188366
1620,155100.8647269329
1621,139041.7363481069
1622,144567.07651793378
1623,276851.4646217526
1624,219144.29905091398
1625,125210.1179903748
1626,173917.7794625529
1627,191449.37013637688
1628,283614.72889529716
1629,187263.3075372994
1630,358099.22203730803
1631,220742.343567182
1632,249530.3717323975
1633,175519.6423317177
1634,192491.30424204827
1635,185836.86871888954
1636,161510.4904016125
1637,189361.68715662003
1638,203967.06673515175
1639,187202.7795607825
1640,258992.29249242975
1641,184693.38833950023
1642,234456.69867518204
1643,238733.98657028732
1644,234816.1493909182
1645,200378.0827764515
1646,161343.1168435247
1647,171918.86899473562
1648,140005.51502645033
1649,138496.69571445676
1650,115119.15478187315
1651,123303.81467193627
1652,98062.94275230668
1653,97088.04139703518
1654,159798.01405245735
1655,158590.8199811047
1656,147760.11397540965
1657,154227.48589592768
1658,157031.53115231168
1659,134100.44319095125
1660,153655.028386774
1661,456279.58905547933
1662,441305.1845856422
1663,407702.62507460854
1664,409144.7321266099
1665,335166.6540960813
1666,326376.72887866927
1667,386909.14697534306
1668,367449.01992022747
1669,332078.40818819863
1670,370720.00673791213
1671,263620.65813560924
1672,449690.1196613621
1673,309381.09471617115
1674,262155.2433975934
1675,191201.16852030644
1676,193121.23063876128
1677,219755.8454417861
1678,445049.4382298659
1679,378094.46193231165
1680,342382.3885548485
1681,264288.46171139757
1682,317086.4814120277
1683,188388.47596228053
1684,181145.56108304346
1685,179955.50457481446
1686,175163.9700537514
1687,173499.1869126912
1688,197806.9394120813
1689,199918.21654864668
1690,198381.8969354303
1691,186613.55544478155
1692,298588.81759254733
1693,172147.39808910742
1694,187694.17311849605
1695,176295.87718245067
1696,287421.19009030465
1697,178308.74800070075
1698,369260.9634328155
1699,338909.2442201203
1700,253339.76618149475
1701,275830.15494165494
1702,263999.3716816978
1703,264597.01164394285
1704,297720.4451569417
1705,247145.91255976527
1706,467466.35288523004
1707,231661.16894421302
1708,209185.92104702673
1709,303338.8201936622
1710,227894.8830962681
1711,286744.5714383726
1712,272846.45152354334
1713,279385.7639512825
1714,229611.59891396947
1715,213787.32980537874
1716,189254.49206486176
1717,181487.3501800181
1718,135113.98116414616
1719,213242.6943480767
1720,251952.86964925818
1721,175036.1403414416
1722,128740.81903099426
1723,161549.45934317523
1724,218068.1583193494
1725,240444.6470101394
1726,189668.3641038068
1727,164639.17804360736
1728,198075.59302592024
1729,166193.77643483237
1730,162929.16301908888
1731,125741.56830555377
1732,136387.87558643555
1733,121550.659967925
1734,124717.43042821286
1735,138375.2368779122
1736,117936.98720798932
1737,335992.2209712105
1738,221394.96437586725
1739,278990.5058469161
1740,218823.7475565849
1741,192437.84367726295
1742,170722.46845236787
1743,179922.71608893856
1744,320626.1963218462
1745,217702.4704738523
1746,216648.85246564817
1747,231582.57517382508
1748,228430.02370621142
1749,161775.17173235738
1750,131221.89197118755
1751,237303.13358601392
1752,123048.79966222645
1753,143190.6175075834
1754,201998.35412629507
1755,170794.41161686805
1756,125888.18060966366
1757,125880.15357896226
1758,149047.38524453717
1759,167342.4256707733
1760,168592.33403944393
1761,144536.97643258487
1762,184638.01808238577
1763,181266.96081838998
1764,121882.06142949995
1765,169734.26568052018
1766,183981.12216886343
1767,216484.79855794323
1768,145451.93621255067
1769,182644.97373807672
1770,149378.68484344718
1771,130075.3817801575
1772,134665.17695485338
1773,133542.09018052492
1774,136672.34290133443
1775,139763.23622914887
1776,124943.72219235564
1777,117692.53919520944
1778,140234.10248757014
1779,121875.41114628017
1780,186837.43298491614
1781,134579.05834392473
1782,95467.83994948081
1783,137683.25089024138
1784,101945.43482078507
1785,115368.96073764084
1786,146967.39780583794
1787,175112.04266971454
1788,56264.94733322615
1789,97610.71887908464
1790,88120.32930867579
1791,181810.7556275451
1792,155229.895883652
1793,140657.54999145886
1794,149695.22378742948
1795,140667.84414638925
1796,132931.17500606674
1797,111514.54404508138
1798,126127.26023102495
1799,115369.1811563998
1800,131129.3462027165
1801,122192.44916966645
1802,138582.34479376746
1803,152831.2979493362
1804,143575.74632461753
1805,143909.70740235975
1806,118753.60752047917
1807,131408.21330826072
1808,124684.8083940105
1809,122495.84241174354
1810,149392.35797933454
1811,103056.21578197092
1812,96627.64821250898
1813,124136.90326000097
1814,101725.08494249704
1815,56569.56455748015
